affix	stem	stemPOS	derived	derivedPOS	type	relatedness_score	relatedness_class	quality_score	quality_class
-ize	item	n	itemize	v	test	5.86	HR	2.9	LQ
-y	jazz	n	jazzy	j	test	6.14	HR	4.866666667	HQ
-ize	jeopardy	n	jeopardize	v	test	6.29	HR	4.833333333	HQ
-y	jerk	n	jerky	j	test	3.86	LR	5.733333333	HQ
-less	job	n	jobless	j	test	2.71	LR	5.3	HQ
-ly	joint	j	jointly	r	test	5.71	HR	2.466666667	LQ
-ful	joy	n	joyful	j	test	6.14	HR	5.7	HQ
-ous	joy	n	joyous	j	test	6.29	HR	5.733333333	HQ
-ness	joyous	j	joyousness	n	test	6.43	HR	2.7	LQ
-y	jump	n	jumpy	j	test	5.57	HR	5.766666667	HQ
-er	kill	v	killer	n	test	6	HR	5.233333333	HQ
-y	knob	n	knobby	j	test	5.71	HR	4.766666667	HQ
-ic	Koran	n	Koranic	j	test	6.57	HR	4.566666667	HQ
-al	larynx	n	laryngeal	j	test	6	HR	2.633333333	LQ
-ful	law	n	lawful	j	test	6.29	HR	3.533333333	HQ
-ness	lawful	j	lawfulness	n	test	6	HR	4.366666667	HQ
-less	law	n	lawless	j	test	4.57	LR	4.533333333	HQ
-er	lay	v	layer	n	test	2.86	LR	3.533333333	HQ
-less	leader	n	leaderless	j	test	4.29	LR	2.166666667	LQ
-ly	lenient	j	leniently	r	test	6.14	HR	1.933333333	LQ
-ous	licence	n	licentious	j	test	4.14	LR	4.1	HQ
-ness	light	j	lightness	n	test	6.29	HR	3.533333333	HQ
-y	lime	n	limy	j	test	4.43	LR	2.666666667	LQ
-al	line	n	lineal	j	test	5.14	HR	3.1	HQ
-ize	liquid	n	liquidize	v	test	6.43	HR	2.633333333	LQ
-able	listen	v	listenable	j	test	6.29	HR	3.066666667	HQ
-ness	lofty	j	loftiness	n	test	6.14	HR	3.733333333	HQ
-y	louse	n	lousy	j	test	2.57	LR	4.566666667	HQ
-less	love	n	loveless	j	test	3.14	LR	5.1	HQ
-ful	lust	n	lustful	j	test	6.43	HR	4.933333333	HQ
-er	magnify	v	magnifier	n	test	6.57	HR	4.333333333	HQ
-al	malaria	n	malarial	j	test	6.14	HR	5	HQ
-ment	maltreat	v	maltreatment	n	test	6.43	HR	5.066666667	HQ
-er	manage	v	manager	n	test	6.43	HR	4.9	HQ
-al	maniac	n	maniacal	j	test	6.29	HR	5.233333333	HQ
-able	manoeuvre	v	manoeuvrable	j	test	6.29	HR	2.466666667	LQ
-less	match	n	matchless	j	test	3.14	LR	3.733333333	HQ
-ic	materialist	n	materialistic	j	test	6.14	HR	2.8	LQ
-ize	material	n	materialize	v	test	5.14	HR	4.166666667	HQ
-al	matriarch	n	matriarchal	j	test	6.57	HR	3.333333333	HQ
-ize	maximum	n	maximize	v	test	5	LR	5.566666667	HQ
-ful	meaning	n	meaningful	j	test	6.29	HR	4.033333333	HQ
-less	measure	n	measureless	j	test	3.86	LR	5.633333333	HQ
-y	meat	n	meaty	j	test	5.14	HR	3.966666667	HQ
-al	mechanics	n	mechanical	j	test	6.14	HR	4.5	HQ
-ist	medal	n	medallist	n	test	6.29	HR	4.966666667	HQ
-ous	melody	n	melodious	j	test	6.29	HR	3.833333333	HQ
-ize	memorial	n	memorialize	v	test	6.43	HR	5.5	HQ
-ize	memory	n	memorize	v	test	6.29	HR	4.1	HQ
-ful	mercy	n	merciful	j	test	6.57	HR	4.433333333	HQ
-ic	metal	n	metallic	j	test	5.71	HR	5.066666667	HQ
-ly	metaphorical	j	metaphorically	r	test	6.29	HR	6.266666667	HQ
-ist	Methodism	n	Methodist	n	test	6.57	HR	4.4	HQ
-ness	mild	j	mildness	n	test	6.43	HR	4.433333333	HQ
-ic	mimesis	n	mimetic	j	test	6.14	HR	3.166666667	HQ
-ness	minute	j	minuteness	n	test	5.57	HR	2.666666667	LQ
-ous	mischief	n	mischievous	j	test	5.57	HR	3.733333333	HQ
-ment	misplace	v	misplacement	n	test	6.43	HR	3.266666667	HQ
-ity	mobile	j	mobility	n	test	6.14	HR	3.033333333	HQ
-ly	modal	j	modally	r	test	6.14	HR	2.533333333	LQ
-ly	moderate	j	moderately	r	test	6.29	HR	2.766666667	LQ
-ly	modest	j	modestly	r	test	6.57	HR	3.7	HQ
-ize	moisture	n	moisturize	v	test	6.29	HR	4.866666667	HQ
-ous	moment	n	momentous	j	test	5.29	HR	3.666666667	HQ
-ist	monarchism	n	monarchist	n	test	6.43	HR	3.066666667	HQ
-ous	monotony	n	monotonous	j	test	6.29	HR	5.233333333	HQ
-ize	moral	n	moralize	v	test	5.86	HR	4	HQ
-ic	morpheme	n	morphemic	j	test	6.14	HR	2.766666667	LQ
-less	motion	n	motionless	j	test	5.14	HR	3	HQ
-less	motive	n	motiveless	j	test	3.29	LR	3.133333333	HQ
-ness	much	j	muchness	n	test	5.71	HR	1.566666667	LQ
-al	music	n	musical	j	test	6.43	HR	4.733333333	HQ
-ity	mutual	j	mutuality	n	test	6.57	HR	4.066666667	HQ
-ic	myopia	n	myopic	j	test	5.86	HR	3.4	HQ
-ic	narcissist	n	narcissistic	j	test	6.29	HR	5.2	HQ
-ity	nasal	j	nasality	n	test	5.86	HR	2.533333333	LQ
-ize	nasal	n	nasalize	v	test	5.86	HR	2.533333333	LQ
-ic	nationalist	n	nationalistic	j	test	6.29	HR	4.633333333	HQ
-ize	natural	n	naturalize	v	test	6.57	HR	2.6	LQ
-ness	neat	j	neatness	n	test	6.43	HR	4.733333333	HQ
-ous	nebula	n	nebulous	j	test	5.29	HR	3.433333333	HQ
-ous	necessity	n	necessitous	j	test	5.86	HR	2.233333333	LQ
-ful	need	n	needful	j	test	5.57	HR	1.8	LQ
-ful	neglect	n	neglectful	j	test	6.43	HR	4.333333333	HQ
-less	nerve	n	nerveless	j	test	3.43	LR	1.9	LQ
-ic	nitre	n	nitric	j	test	3.43	LR	3.733333333	HQ
-less	noise	n	noiseless	j	test	1.71	LR	6.633333333	HQ
-ness	noisy	j	noisiness	n	test	6	HR	1.766666667	LQ
-ic	nomad	n	nomadic	j	test	6.29	HR	4.3	HQ
-ize	normal	n	normalize	v	test	6.29	HR	3.233333333	HQ
-ity	notable	j	notability	n	test	6.57	HR	2.966666667	LQ
-less	number	n	numberless	j	test	5.14	HR	3	HQ
-ous	number	n	numerous	j	test	5.86	HR	2.8	LQ
-y	nut	n	nutty	j	test	5.29	HR	3.066666667	HQ
-ity	obese	j	obesity	n	test	6.57	HR	2.6	LQ
-ity	objective	j	objectivity	n	test	5.29	HR	5.2	HQ
-ly	oblivious	j	obliviously	r	test	6.29	HR	3.033333333	HQ
-ist	obscurantism	n	obscurantist	n	test	6.29	HR	2.033333333	LQ
-ly	obscure	j	obscurely	r	test	6.29	HR	2.8	LQ
-able	observe	v	observable	j	test	6.14	HR	4.233333333	HQ
-al	obsession	n	obsessional	j	test	6.43	HR	4.7	HQ
-al	obstetrics	n	obstetrical	j	test	6.43	HR	5.566666667	HQ
-al	occasion	n	occasional	j	test	6.29	HR	5.133333333	HQ
-ous	odour	n	odorous	j	test	6.14	HR	5.2	HQ
-able	operate	v	operable	j	test	6.57	HR	2.433333333	LQ
-ion	oppress	v	oppression	n	test	6.29	HR	5.533333333	HQ
-al	orbit	n	orbital	j	test	6.29	HR	4.8	HQ
-ic	orgasm	n	orgasmic	j	test	6.29	HR	5.633333333	HQ
-ous	outrage	n	outrageous	j	test	4.86	LR	6.7	HQ
-ion	overcompensate	v	overcompensation	n	test	6.43	HR	1.3	LQ
-ment	overstate	v	overstatement	n	test	6.29	HR	3.633333333	HQ
-ize	oxide	n	oxidize	v	test	5.29	HR	5.466666667	HQ
-ist	pacifism	n	pacifist	n	test	6.14	HR	2.466666667	LQ
-ion	paginate	v	pagination	n	test	6.43	HR	3.9	HQ
-ful	pain	n	painful	j	test	6.29	HR	5.766666667	HQ
-ic	parabola	n	parabolic	j	test	6.14	HR	4.8	HQ
-ic	parasite	n	parasitic	j	test	6.57	HR	5.733333333	HQ
-ous	parsimony	n	parsimonious	j	test	6.29	HR	2.433333333	LQ
-ly	part	j	partly	r	test	5.43	HR	4.133333333	HQ
-less	passion	n	passionless	j	test	4.29	LR	4.833333333	HQ
-ly	patchy	j	patchily	r	test	6.43	HR	1.4	LQ
-ist	pathology	n	pathologist	n	test	6.43	HR	4.133333333	HQ
-ly	patient	j	patiently	r	test	6.14	HR	2.233333333	LQ
-able	pay	v	payable	j	test	5.71	HR	4.766666667	HQ
-ful	peace	n	peaceful	j	test	6.71	HR	6.4	HQ
-ness	peaceful	j	peacefulness	n	test	6.29	HR	6.166666667	HQ
-y	pebble	n	pebbly	j	test	6.29	HR	3	HQ
-ic	pedant	n	pedantic	j	test	5.57	HR	3.666666667	HQ
-less	peer	n	peerless	j	test	4	LR	4.7	HQ
-less	penny	n	penniless	j	test	3.57	LR	4.2	HQ
-al	pentagon	n	pentagonal	j	test	6.57	HR	4.133333333	HQ
-ion	perambulate	v	perambulation	n	test	6.14	HR	3.3	HQ
-ity	perceptible	j	perceptibility	n	test	6	HR	1.733333333	LQ
-ity	permeable	j	permeability	n	test	6.43	HR	4.7	HQ
-ize	personal	n	personalize	v	test	5.14	HR	6.7	HQ
-ist	pessimism	n	pessimist	n	test	6.43	HR	5.1	HQ
-ic	phallus	n	phallic	j	test	6.29	HR	4.066666667	HQ
-al	phantasm	n	phantasmal	j	test	6.43	HR	4	HQ
-al	phenomenon	n	phenomenal	j	test	6.57	HR	5.833333333	HQ
-ous	phosphorus	n	phosphorous	j	test	6.43	HR	4.433333333	HQ
-ist	phrenology	n	phrenologist	n	test	6.29	HR	2.766666667	LQ
-ist	physiotherapy	n	physiotherapist	n	test	6.14	HR	3.9	HQ
-ist	piano	n	pianist	n	test	5.71	HR	4.433333333	HQ
-y	pith	n	pithy	j	test	4.43	LR	3.5	HQ
-ful	pity	n	pitiful	j	test	4.43	LR	6.033333333	HQ
-ment	place	v	placement	n	test	5.29	HR	2.4	LQ
-ous	platitude	n	platitudinous	j	test	6	HR	4.166666667	HQ
-y	pluck	n	plucky	j	test	3.86	LR	2.3	LQ
-ity	polar	j	polarity	n	test	3.43	LR	3.533333333	HQ
-ness	polite	j	politeness	n	test	6.57	HR	5.566666667	HQ
-ous	polyandry	n	polyandrous	j	test	6.14	HR	4.866666667	HQ
-ist	polygamy	n	polygamist	n	test	6.14	HR	4.266666667	HQ
-ous	polymorph	n	polymorphous	j	test	6.14	HR	1.933333333	LQ
-ous	portent	n	portentous	j	test	5.29	HR	2.966666667	LQ
-ist	portrait	n	portraitist	n	test	5.57	HR	4.8	HQ
-al	position	n	positional	j	test	6.14	HR	3.033333333	HQ
-ity	posterior	j	posterity	n	test	3.43	LR	2.166666667	LQ
-ment	postpone	v	postponement	n	test	6.29	HR	5.266666667	HQ
-ful	power	n	powerful	j	test	6.29	HR	2.766666667	LQ
-ment	prearrange	v	prearrangement	n	test	6.29	HR	1.566666667	LQ
-ion	preclude	v	preclusion	n	test	6.43	HR	2.4	LQ
-ly	predictable	j	predictably	r	test	6.71	HR	2.3	LQ
-ly	prejudicial	j	prejudicially	r	test	6.71	HR	2.666666667	LQ
-al	preposition	n	prepositional	j	test	6.29	HR	2.533333333	LQ
-ize	pressure	n	pressurize	v	test	6.14	HR	4.633333333	HQ
-ous	presumption	n	presumptuous	j	test	6.57	HR	3.4	HQ
-ous	pretence	n	pretentious	j	test	5.43	HR	4.366666667	HQ
-ment	procure	v	procurement	n	test	6.14	HR	2.566666667	LQ
-able	profit	v	profitable	j	test	6	HR	3.9	HQ
-ity	profound	j	profundity	n	test	6.29	HR	3.433333333	HQ
-ic	prognosis	n	prognostic	j	test	5.71	HR	2.466666667	LQ
-ous	promiscuity	n	promiscuous	j	test	6.43	HR	2.966666667	LQ
-ize	propaganda	n	propagandize	v	test	5.43	HR	2.866666667	LQ
-al	proportion	n	proportional	j	test	6.57	HR	3.266666667	HQ
-al	proposition	n	propositional	j	test	6.57	HR	2.833333333	LQ
-er	protest	v	protester	n	test	6.14	HR	6.066666667	HQ
-able	prove	v	provable	j	test	6	HR	3.133333333	HQ
-ly	proximate	j	proximately	r	test	6.14	HR	1.6	LQ
-ness	prudish	j	prudishness	n	test	6.29	HR	3.7	HQ
-ist	psychiatry	n	psychiatrist	n	test	6.43	HR	5.266666667	HQ
-ic	psychopath	n	psychopathic	j	test	6.14	HR	6.066666667	HQ
-ity	public	j	publicity	n	test	6.29	HR	6.433333333	HQ
-y	pup	n	puppy	j	test	6.43	HR	1.466666667	LQ
-ful	purpose	n	purposeful	j	test	6.14	HR	3.766666667	HQ
-less	purpose	n	purposeless	j	test	4.71	LR	4	HQ
-ly	quiet	j	quietly	r	test	6.57	HR	4.166666667	HQ
-able	rate	v	rateable	j	test	6	HR	2.033333333	LQ
-ic	rationalist	n	rationalistic	j	test	6.29	HR	3.666666667	HQ
re-	activate	v	reactivate	v	test	6.14	HR	2.866666667	LQ
re-	address	v	readdress	v	test	5.14	HR	2.8	LQ
re-	affirm	v	reaffirm	v	test	6.14	HR	3.866666667	HQ
-able	realize	v	realizable	j	test	6.14	HR	3.666666667	HQ
-ize	real	n	realize	v	test	3.43	LR	4.833333333	HQ
re-	animate	v	reanimate	v	test	5.43	HR	1.633333333	LQ
re-	appear	v	reappear	v	test	4.57	LR	3.3	HQ
re-	arm	v	rearm	v	test	5	LR	2.333333333	LQ
-ment	rearm	v	rearmament	n	test	6	HR	2.3	LQ
re-	arrange	v	rearrange	v	test	5.86	HR	2.4	LQ
-ment	rearrange	v	rearrangement	n	test	6	HR	3.966666667	HQ
-ness	reasonable	j	reasonableness	n	test	6.57	HR	3.633333333	HQ
re-	bind	v	rebind	v	test	5.86	HR	2.8	LQ
re-	call	v	recall	v	test	4	LR	5.933333333	HQ
re-	capture	v	recapture	v	test	4.71	LR	5.233333333	HQ
re-	cast	v	recast	v	test	5.14	HR	2.566666667	LQ
re-	claim	v	reclaim	v	test	5.57	HR	3.866666667	HQ
re-	coil	v	recoil	v	test	4.43	LR	3.266666667	HQ
re-	collect	v	recollect	v	test	5.57	HR	6.466666667	HQ
-able	reconcile	v	reconcilable	j	test	6.14	HR	2.233333333	LQ
re-	constitute	v	reconstitute	v	test	6.29	HR	5.066666667	HQ
re-	curve	v	recurve	v	test	6	HR	2.3	LQ
re-	cycle	v	recycle	v	test	3.14	LR	5.9	HQ
re-	direct	v	redirect	v	test	5.29	HR	1.733333333	LQ
re-	distribute	v	redistribute	v	test	5.71	HR	2.6	LQ
re-	flux	v	reflux	v	test	3.14	LR	1.433333333	LQ
re-	forest	v	reforest	v	test	5.71	HR	2.566666667	LQ
re-	fuel	v	refuel	v	test	5	LR	2.233333333	LQ
re-	gain	v	regain	v	test	6.43	HR	2.833333333	LQ
re-	generate	v	regenerate	v	test	5.29	HR	5.533333333	HQ
re-	hear	v	rehear	v	test	5.57	HR	2.433333333	LQ
re-	kindle	v	rekindle	v	test	4.57	LR	3.8	HQ
-ic	relativity	n	relativistic	j	test	6.57	HR	4.233333333	HQ
re-	locate	v	relocate	v	test	4.71	LR	2.6	LQ
-er	remain	v	remainder	n	test	6.43	HR	2.666666667	LQ
re-	make	v	remake	v	test	5	LR	4.9	HQ
re-	marry	v	remarry	v	test	5.86	HR	2.9	LQ
re-	name	v	rename	v	test	4.71	LR	1.533333333	LQ
-able	rent	v	rentable	j	test	6.29	HR	4.733333333	HQ
re-	orient	v	reorient	v	test	5.57	HR	2.866666667	LQ
re-	paint	v	repaint	v	test	5.57	HR	4.233333333	HQ
-able	repair	v	repairable	j	test	6.43	HR	4	HQ
re-	pay	v	repay	v	test	6.43	HR	4.6	HQ
-ment	replace	v	replacement	n	test	6.29	HR	5.6	HQ
re-	possess	v	repossess	v	test	4	LR	3.066666667	HQ
-ion	repress	v	repression	n	test	6.43	HR	3.966666667	HQ
re-	print	v	reprint	v	test	5.57	HR	5.766666667	HQ
-ful	reproach	n	reproachful	j	test	6.29	HR	3.433333333	HQ
-able	repute	v	reputable	j	test	5.43	HR	2.266666667	LQ
-ment	require	v	requirement	n	test	6.29	HR	4.333333333	HQ
re-	run	v	rerun	v	test	5.14	HR	3.9	HQ
re-	search	v	research	v	test	4.86	LR	5.6	HQ
re-	seat	v	reseat	v	test	4.86	LR	1.966666667	LQ
-ist	reserve	n	reservist	n	test	6	HR	2.333333333	LQ
re-	settle	v	resettle	v	test	6.29	HR	4.866666667	HQ
-ous	resin	n	resinous	j	test	6.43	HR	4.133333333	HQ
-less	resist	n	resistless	j	test	3.71	LR	2.633333333	LQ
-ful	resource	n	resourceful	j	test	6.29	HR	3.266666667	HQ
-able	respect	v	respectable	j	test	6.43	HR	4.4	HQ
-ful	respect	n	respectful	j	test	6	HR	5.833333333	HQ
re-	stock	v	restock	v	test	5.86	HR	3	HQ
re-	structure	v	restructure	v	test	5.29	HR	4.8	HQ
-er	retail	v	retailer	n	test	6.43	HR	5.633333333	HQ
re-	take	v	retake	v	test	4.57	LR	5.133333333	HQ
-ion	retain	v	retention	n	test	6.14	HR	2.3	LQ
-ment	retire	v	retirement	n	test	5.71	HR	3.5	HQ
re-	tool	v	retool	v	test	5	LR	2.233333333	LQ
re-	trace	v	retrace	v	test	6.14	HR	1.566666667	LQ
re-	use	v	reuse	v	test	6.14	HR	6.733333333	HQ
re-	value	v	revalue	v	test	6.43	HR	3.333333333	HQ
re-	vamp	v	revamp	v	test	2.86	LR	5.633333333	HQ
-er	revise	v	reviser	n	test	6	HR	3.466666667	HQ
re-	vitalize	v	revitalize	v	test	5.86	HR	6.766666667	HQ
-al	revive	n	revival	j	test	6.43	HR	2.066666667	LQ
re-	vivify	v	revivify	v	test	6	HR	1.866666667	LQ
-able	revoke	v	revocable	j	test	6.43	HR	2.8	LQ
re-	word	v	reword	v	test	5.43	HR	3.566666667	HQ
-al	rhomboid	n	rhomboidal	j	test	6.14	HR	1.966666667	LQ
-ly	rhythmical	j	rhythmically	r	test	6.29	HR	6.433333333	HQ
-less	rider	n	riderless	j	test	3.43	LR	2.3	LQ
-er	rig	v	rigger	n	test	4.29	LR	2.6	LQ
-ful	right	n	rightful	j	test	6.43	HR	2.666666667	LQ
-ity	rigid	j	rigidity	n	test	6.29	HR	4.433333333	HQ
-ly	rigid	j	rigidly	r	test	6.71	HR	4.766666667	HQ
-less	rim	n	rimless	j	test	3	LR	1.533333333	LQ
-less	roof	n	roofless	j	test	3.43	LR	2.3	LQ
-y	rubbish	n	rubbishy	j	test	6.57	HR	2	LQ
-less	rudder	n	rudderless	j	test	3.57	LR	3.266666667	HQ
-ful	rue	n	rueful	j	test	6.29	HR	3.333333333	HQ
-ness	rugged	j	ruggedness	n	test	6.43	HR	3.566666667	HQ
-ous	ruin	n	ruinous	j	test	6	HR	2.933333333	LQ
-ic	rune	n	runic	j	test	4.86	LR	4.933333333	HQ
-y	run	n	runny	j	test	4.29	LR	2.1	LQ
-ness	sacred	j	sacredness	n	test	6.29	HR	4.166666667	HQ
-ous	sacrilege	n	sacrilegious	j	test	6.29	HR	5.266666667	HQ
-ist	salvation	n	salvationist	n	test	6.25	HR	2.6	LQ
-ic	Satan	n	satanic	j	test	6.29	HR	5.566666667	HQ
-ion	satisfy	v	satisfaction	n	test	6.57	HR	4.566666667	HQ
-ize	scheme	n	schematize	v	test	5.86	HR	2.5	LQ
-y	schmaltz	n	schmaltzy	j	test	6.43	HR	3.1	HQ
-er	scorch	v	scorcher	n	test	6.29	HR	1.233333333	LQ
-less	score	n	scoreless	j	test	3.57	LR	3.933333333	HQ
-y	screw	n	screwy	j	test	2.71	LR	2.1	LQ
-ous	scrofula	n	scrofulous	j	test	6.43	HR	3.5	HQ
-er	scrounge	v	scrounger	n	test	5.86	HR	3.9	HQ
-ly	secondary	j	secondarily	r	test	6.43	HR	1.233333333	LQ
-ist	secularism	n	secularist	n	test	6.14	HR	2.883333333	LQ
-ize	secular	n	secularize	v	test	5.86	HR	3.233333333	HQ
-ous	sedition	n	seditious	j	test	6.43	HR	4.266666667	HQ
-less	self	n	selfless	j	test	3.86	LR	2.666666667	LQ
-ity	senile	j	senility	n	test	6.57	HR	2.6	LQ
-ous	sentence	n	sententious	j	test	2.71	LR	2.3	LQ
-ness	serious	j	seriousness	n	test	6.43	HR	3.433333333	HQ
-er	set	v	setter	n	test	3.57	LR	3.266666667	HQ
-ful	shame	n	shameful	j	test	6	HR	5.9	HQ
-ness	shameless	j	shamelessness	n	test	6.71	HR	3.066666667	HQ
-er	share	v	sharer	n	test	5.57	HR	3.266666667	HQ
-ly	sickening	j	sickeningly	r	test	6.43	HR	3.5	HQ
-ness	silly	j	silliness	n	test	6.43	HR	5.566666667	HQ
-ful	sin	n	sinful	j	test	6.29	HR	6.533333333	HQ
-able	sing	v	singable	j	test	6.43	HR	5.533333333	HQ
-ly	single	j	singly	r	test	4.86	LR	1.466666667	LQ
-er	sink	v	sinker	n	test	4	LR	3.633333333	HQ
-y	sister	n	sissy	j	test	3	LR	1.4	LQ
-ion	situate	v	situation	n	test	5.29	HR	3.8	HQ
-ness	skew	j	skewness	n	test	6.29	HR	3.3	HQ
-ful	skill	n	skilful	j	test	6.14	HR	5.4	HQ
-er	skim	v	skimmer	n	test	6.29	HR	2.4	LQ
-y	slate	n	slaty	j	test	5.86	HR	4.1	HQ
-less	sleeve	n	sleeveless	j	test	4.71	LR	2.866666667	LQ
-ful	sloth	n	slothful	j	test	6.29	HR	3.4	HQ
-y	smoke	n	smoky	j	test	6.43	HR	3.833333333	HQ
-y	smudge	n	smudgy	j	test	6.57	HR	2.766666667	LQ
-ist	socialism	n	socialist	n	test	6.57	HR	3.4	HQ
-ize	social	n	socialize	v	test	6.14	HR	4.4	HQ
-ity	solemn	j	solemnity	n	test	6.57	HR	4.566666667	HQ
-ity	soluble	j	solubility	n	test	6	HR	3.1	HQ
-able	solve	v	solvable	j	test	6.14	HR	2.4	LQ
-ous	space	n	spacious	j	test	6.43	HR	2.266666667	LQ
-ity	sparse	j	sparsity	n	test	6.14	HR	2.033333333	LQ
-less	speech	n	speechless	j	test	3	LR	5.1	HQ
-ness	spicy	j	spiciness	n	test	6.43	HR	2.866666667	LQ
-y	spine	n	spiny	j	test	4	LR	3.2	HQ
-al	spire	n	spiral	j	test	3.29	LR	3.366666667	HQ
-er	spoil	v	spoiler	n	test	5	LR	3.166666667	HQ
-ity	spontaneous	j	spontaneity	n	test	6.71	HR	4.466666667	HQ
-ful	spoon	n	spoonful	j	test	5.71	HR	1.266666667	LQ
-ly	stable	j	stably	r	test	5.86	HR	1.44	LQ
-less	stain	n	stainless	j	test	3.86	LR	3.133333333	HQ
-ize	standard	n	standardize	v	test	6.14	HR	6.6	HQ
-less	state	n	stateless	j	test	3.43	LR	3.733333333	HQ
-er	stick	v	sticker	n	test	4.29	LR	3.933333333	HQ
-y	stick	n	sticky	j	test	5	LR	4.533333333	HQ
-ly	stiff	j	stiffly	r	test	6.43	HR	2.1	LQ
-less	sting	n	stingless	j	test	4.43	LR	2.566666667	LQ
-ion	stipulate	v	stipulation	n	test	6.57	HR	5.433333333	HQ
-er	stoke	v	stoker	n	test	6.29	HR	2.366666667	LQ
-less	strap	n	strapless	j	test	2.86	LR	3.6	HQ
-y	stripe	n	stripy	j	test	6	HR	2.066666667	LQ
-y	stubble	n	stubbly	j	test	6.57	HR	3.266666667	HQ
-ist	style	n	stylist	n	test	4.71	LR	3.833333333	HQ
-ion	subordinate	v	subordination	n	test	6.43	HR	4.033333333	HQ
-ion	subscribe	v	subscription	n	test	6.14	HR	4.9	HQ
-ly	subversive	j	subversively	r	test	6.43	HR	2.366666667	LQ
-ful	success	n	successful	j	test	6.29	HR	5.4	HQ
-ion	suffocate	v	suffocation	n	test	6.57	HR	4.366666667	HQ
-ize	summary	n	summarize	v	test	6.71	HR	3.866666667	HQ
-ist	supremacy	n	supremacist	n	test	6.14	HR	4.866666667	HQ
-ic	surrealist	n	surrealistic	j	test	6.57	HR	5.166666667	HQ
-ity	susceptible	j	susceptibility	n	test	5.86	HR	4.066666667	HQ
-ous	suspicion	n	suspicious	j	test	6.43	HR	4.833333333	HQ
-ic	sybarite	n	sybaritic	j	test	6.29	HR	3.866666667	HQ
-ic	syllable	n	syllabic	j	test	6.14	HR	3.6	HQ
-ic	symmetry	n	symmetric	j	test	6.29	HR	3.333333333	HQ
-ful	tact	n	tactful	j	test	6.43	HR	4.433333333	HQ
-al	tactic	n	tactical	j	test	6.14	HR	4.4	HQ
-less	tact	n	tactless	j	test	3.86	LR	4.533333333	HQ
-er	take	v	taker	n	test	6.29	HR	2.666666667	LQ
-ness	talkative	j	talkativeness	n	test	6.57	HR	2.4	LQ
-ness	tasteless	j	tastelessness	n	test	6.43	HR	3.9	HQ
-able	teach	v	teachable	j	test	5.71	HR	1.966666667	LQ
-less	tear	n	tearless	j	test	4.57	LR	1.833333333	LQ
-ist	telegraph	n	telegraphist	n	test	6.14	HR	3.033333333	HQ
-ize	tender	n	tenderize	v	test	6.57	HR	3.533333333	HQ
-al	territory	n	territorial	j	test	6.14	HR	4.1	HQ
-ness	terse	j	terseness	n	test	6.29	HR	3	HQ
-ic	theist	n	theistic	j	test	6.57	HR	5.8	HQ
-ful	thought	n	thoughtful	j	test	6.14	HR	3.366666667	HQ
-less	time	n	timeless	j	test	4	LR	4.2	HQ
-y	tin	n	tinny	j	test	4.14	LR	2.266666667	LQ
-er	tipple	v	tippler	n	test	5.29	HR	2.4	LQ
-ness	tired	j	tiredness	n	test	6.43	HR	5.3	HQ
-able	tolerate	v	tolerable	j	test	5.71	HR	3.866666667	HQ
-ity	total	j	totality	n	test	6.43	HR	2.833333333	LQ
-ist	traditionalism	n	traditionalist	n	test	6.38	HR	4.033333333	HQ
-ist	transcendentalism	n	transcendentalist	n	test	6.14	HR	4.166666667	HQ
-able	transfer	v	transferable	j	test	6.43	HR	2.166666667	LQ
-able	translate	v	translatable	j	test	6.29	HR	3.466666667	HQ
-ly	transparent	j	transparently	r	test	6.29	HR	1.866666667	LQ
-able	treat	v	treatable	j	test	5.14	HR	2.666666667	LQ
-er	treat	v	treater	n	test	6.14	HR	1.666666667	LQ
-ment	treat	v	treatment	n	test	5.29	HR	5.733333333	HQ
-er	trespass	v	trespasser	n	test	6.57	HR	5.2	HQ
-al	tribune	n	tribunal	j	test	5.57	HR	3.433333333	HQ
-ity	trivial	j	triviality	n	test	6.57	HR	3.366666667	HQ
-ist	trombone	n	trombonist	n	test	6.29	HR	4.866666667	HQ
-ful	truth	n	truthful	j	test	6.29	HR	4.966666667	HQ
-less	tube	n	tubeless	j	test	3.57	LR	1.7	LQ
-ous	tubercle	n	tuberculous	j	test	5.29	HR	3.066666667	HQ
-ful	tune	n	tuneful	j	test	6.57	HR	5.6	HQ
-ity	turbid	j	turbidity	n	test	6.29	HR	2.366666667	LQ
-er	typeset	v	typesetter	n	test	6.29	HR	5.766666667	HQ
-ize	tyrant	n	tyrannize	v	test	5.43	HR	4.866666667	HQ
un-	alienable	j	unalienable	j	test	3.71	LR	3.166666667	HQ
un-	asked	j	unasked	j	test	3.86	LR	1.633333333	LQ
un-	beaten	j	unbeaten	j	test	2.14	LR	2.566666667	LQ
un-	believable	j	unbelievable	j	test	3	LR	5.733333333	HQ
un-	canny	j	uncanny	j	test	2.29	LR	5.066666667	HQ
un-	civil	j	uncivil	j	test	3.14	LR	4.166666667	HQ
un-	clean	j	unclean	j	test	2.29	LR	5.333333333	HQ
un-	couth	j	uncouth	j	test	2.71	LR	5.4	HQ
un-	critical	j	uncritical	j	test	4.29	LR	3.066666667	HQ
un-	crowned	j	uncrowned	j	test	3.71	LR	2.866666667	LQ
-ous	unction	n	unctuous	j	test	6.14	HR	2.066666667	LQ
